original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;HasContrast
9,177;3198,223;210,213;20,456;0,657;0,938;0,198;0,683;0,616;0,935;0,931;0,996;0,986;-0,635;0,912;0,087;2,056;0,588;1,921;0,962;0,765;4,112;1,679;5,278;0
7,549;2550,564;175,013;16,889;0,648;0,926;0,211;0,725;0,602;0,931;0,925;0,996;0,985;-0,585;0,874;0,087;1,868;0,648;1,751;0,953;0,804;3,736;1,482;4,384;0
7,02;2310,96;160,953;15,583;0,639;0,921;0,214;0,735;0,592;0,929;0,924;0,996;0,984;-0,57;0,864;0,086;1,812;0,657;1,729;0,945;0,81;3,624;1,452;4,056;0
8,255;3016,238;200,248;18,872;1,042;0,895;0,298;0,89;0,951;0,91;0,901;0,993;0,979;-0,522;0,862;0,091;1,949;0,624;1,933;0,931;0,789;3,898;1,577;4,979;0
12,681;4609,149;297,229;29,435;1,667;0,893;0,437;1,118;1,472;0,881;0,867;0,989;0,97;-0,485;0,885;0,097;2,396;0,549;2,39;0,929;0,739;4,791;1,895;7,775;1
8,038;2947,56;194,752;18,144;0,614;0,935;0,181;0,632;0,579;0,942;0,938;0,996;0,987;-0,636;0,895;0,076;1,912;0,635;1,734;0,96;0,795;3,824;1,517;4,689;0
8,825;2646,362;182,624;19,17;0,773;0,923;0,272;0,885;0,697;0,908;0,901;0,995;0,98;-0,555;0,897;0,113;2,056;0,569;2,14;0,949;0,753;4,111;1,781;4,986;0
6,302;2310,175;156,436;14,193;0,595;0,92;0,174;0,607;0,564;0,946;0,941;0,996;0,988;-0,605;0,845;0,066;1,704;0,713;1,447;0,949;0,844;3,407;1,233;3,697;0
8,487;2660,301;183,091;18,673;0,744;0,923;0,257;0,846;0,676;0,914;0,907;0,995;0,981;-0,563;0,89;0,104;2,001;0,597;2,015;0,951;0,771;4,002;1,678;4,854;0
10,037;3251,183;216,789;22,4;1,386;0,884;0,399;1,087;1,224;0,883;0,87;0,991;0,972;-0,486;0,88;0,108;2,187;0,55;2,331;0,926;0,74;4,374;1,856;5,946;0
9,998;2442,725;166,751;19,741;0,661;0,935;0,273;0,919;0,584;0,897;0,891;0,995;0,979;-0,581;0,942;0,153;2,287;0,411;2,695;0,951;0,635;4,573;2,326;5,1;0
7,894;2096,593;149,104;16,322;0,682;0,92;0,28;0,933;0,602;0,898;0,891;0,995;0,979;-0,531;0,903;0,136;1,996;0,516;2,339;0,939;0,716;3,992;1,956;4,251;0
7,726;2109,521;150,047;16,161;0,649;0,923;0,257;0,875;0,581;0,907;0,901;0,995;0,981;-0,552;0,901;0,124;1,961;0,545;2,205;0,944;0,736;3,923;1,854;4,202;0
8,936;2775,185;187,592;19,491;1,398;0,866;0,422;1,149;1,217;0,872;0,858;0,991;0,97;-0,448;0,87;0,122;2,101;0,524;2,461;0,901;0,722;4,201;1,957;5,222;0
8,14;2122,33;151,529;16,795;0,528;0,939;0,193;0,7;0,489;0,932;0,928;0,996;0,986;-0,659;0,936;0,096;2,018;0,536;2,129;0,967;0,729;4,036;1,866;4,331;0
9,065;2791,104;187,755;19,523;0,767;0,924;0,276;0,902;0,689;0,905;0,898;0,995;0,979;-0,564;0,908;0,118;2,092;0,55;2,218;0,951;0,74;4,184;1,848;5,073;0
8,718;2660,16;179,914;18,821;0,867;0,912;0,275;0,878;0,789;0,91;0,903;0,994;0,98;-0,571;0,902;0,11;2,057;0,568;2,116;0,951;0,752;4,113;1,763;4,922;0
9,366;2397,626;169,103;19,561;0,658;0,935;0,263;0,889;0,587;0,906;0,899;0,995;0,98;-0,582;0,916;0,124;2,154;0,535;2,239;0,961;0,729;4,308;1,879;5,055;0
11,35;3196,858;209,515;23,775;0,598;0,951;0,222;0,778;0,547;0,922;0,917;0,996;0,983;-0,636;0,934;0,108;2,357;0,511;2,214;0,971;0,71;4,714;1,928;6,093;0
11,073;3343,256;222,147;24,284;1,698;0,869;0,464;1,193;1,478;0,868;0,853;0,989;0,967;-0,473;0,89;0,116;2,33;0,51;2,545;0,924;0,713;4,659;2,003;6,495;0
14,129;2652,38;166,893;25,372;0,641;0,951;0,307;1,008;0,544;0,88;0,873;0,995;0,976;-0,595;0,96;0,18;2,819;0,327;3,036;0,967;0,561;5,638;2,611;6,503;0
10,659;2613,534;176,091;21,433;0,947;0,915;0,379;1,13;0,801;0,869;0,857;0,993;0,972;-0,516;0,92;0,15;2,353;0,455;2,703;0,95;0,672;4,706;2,185;5,595;0
15,222;4569,389;294,627;35,059;6,624;0,682;1,188;1,833;5,197;0,775;0,743;0,961;0,926;-0,251;0,782;0,087;2,848;0,408;3,321;0,773;0,637;5,697;2,484;10,421;1
12,529;3188,083;206,542;25,097;0,77;0,94;0,286;0,93;0,686;0,898;0,892;0,995;0,979;-0,599;0,948;0,141;2,539;0,417;2,684;0,959;0,64;5,078;2,312;6,467;0
6,431;2147,078;148,488;14,166;0,658;0,911;0,211;0,72;0,613;0,932;0,926;0,996;0,985;-0,569;0,856;0,081;1,748;0,672;1,665;0,943;0,819;3,495;1,393;3,706;0
9,125;2687,778;183,474;19,557;0,774;0,924;0,275;0,898;0,696;0,906;0,899;0,995;0,98;-0,566;0,909;0,119;2,105;0,545;2,226;0,951;0,737;4,209;1,861;5,083;0
19,14;4679,021;261,909;35,45;0,893;0,951;0,245;0,769;0,83;0,925;0,92;0,994;0,983;-0,688;0,971;0,095;3,241;0,327;2,738;0,974;0,542;6,481;2,454;9,086;0
8,139;2182,63;158,047;17,454;0,797;0,913;0,263;0,857;0,725;0,913;0,906;0,995;0,981;-0,559;0,89;0,105;1,994;0,588;2,029;0,947;0,765;3,988;1,685;4,563;0
9,386;2327,85;165,636;19,494;0,779;0,923;0,304;0,976;0,685;0,894;0,885;0,994;0,977;-0,538;0,908;0,131;2,17;0,516;2,375;0,947;0,716;4,339;1,959;5,068;0
8,506;2260,867;162,822;18,161;0,597;0,936;0,221;0,775;0,547;0,923;0,917;0,996;0,983;-0,601;0,902;0,101;2,029;0,59;1,96;0,96;0,766;4,057;1,661;4,69;0
7,366;1872,816;134,763;15,012;1,224;0,849;0,445;1,231;1,024;0,857;0,841;0,991;0,967;-0,39;0,85;0,143;1,98;0,479;2,653;0,868;0,69;3,959;2,088;4,059;0
7,23;1848,351;132,827;14,702;0,951;0,879;0,355;1,076;0,823;0,879;0,868;0,993;0,974;-0,457;0,876;0,142;1,947;0,499;2,478;0,901;0,704;3,895;2,006;3,913;0
7,869;1957,038;137,989;15,696;0,846;0,898;0,345;1,071;0,725;0,878;0,867;0,994;0,974;-0,485;0,899;0,151;2,039;0,469;2,592;0,917;0,682;4,078;2,118;4,135;0
11,768;2319,438;158,87;22,198;2,245;0,816;0,757;1,688;1,666;0,773;0,744;0,984;0,945;-0,326;0,87;0,188;2,604;0,309;3,669;0,848;0,552;5,208;2,772;6,111;0
8,575;1948,963;138,285;16,726;0,958;0,892;0,385;1,152;0,807;0,864;0,852;0,993;0,971;-0,469;0,905;0,169;2,152;0,422;2,815;0,912;0,646;4,305;2,287;4,421;0
8,321;2204,556;159,81;17,782;0,816;0,912;0,28;0,898;0,735;0,907;0,899;0,994;0,979;-0,549;0,892;0,11;2,02;0,578;2,114;0,948;0,759;4,04;1,743;4,649;0
10,189;2505,436;173,961;20,841;0,58;0,946;0,223;0,784;0,527;0,919;0,914;0,996;0,983;-0,637;0,939;0,117;2,263;0,499;2,303;0,969;0,702;4,527;2,004;5,355;0
7,266;1704,505;128,134;14,732;0,563;0,926;0,272;0,932;0,488;0,897;0,889;0,996;0,979;-0,515;0,89;0,138;1,93;0,527;2,276;0,942;0,724;3,86;1,9;3,824;0
7,269;1722,375;128,38;14,743;0,77;0,901;0,292;0,952;0,683;0,896;0,888;0,995;0,978;-0,506;0,89;0,14;1,943;0,51;2,337;0,929;0,711;3,887;1,948;3,878;0
6,96;1738,19;128,246;14,328;0,808;0,893;0,297;0,952;0,718;0,898;0,889;0,994;0,978;-0,494;0,875;0,128;1,892;0,549;2,217;0,924;0,739;3,784;1,825;3,784;0
7,308;1828,484;135,634;15,171;0,611;0,923;0,244;0,843;0,551;0,912;0,906;0,996;0,982;-0,554;0,894;0,117;1,915;0,567;2,099;0,947;0,751;3,83;1,767;3,946;0
6,363;1682,805;125,571;13,393;0,621;0,911;0,225;0,78;0,569;0,922;0,917;0,996;0,983;-0,551;0,869;0,099;1,78;0,625;1,853;0,941;0,789;3,561;1,553;3,504;0
10,623;2370,33;165,023;20,899;0,723;0,933;0,289;0,95;0,637;0,893;0,887;0,995;0,978;-0,573;0,94;0,153;2,362;0,414;2,704;0,954;0,637;4,724;2,32;5,406;0
7,703;1786,454;133,499;15,639;0,703;0,914;0,298;0,978;0,612;0,891;0,883;0,995;0,977;-0,507;0,894;0,141;1,992;0,511;2,374;0,935;0,713;3,984;1,964;4,086;0
7,842;1815,35;135,684;15,973;0,702;0,916;0,292;0,961;0,615;0,894;0,886;0,995;0,978;-0,519;0,898;0,137;2,006;0,518;2,348;0,939;0,718;4,012;1,946;4,169;0
9,361;3710,424;240,487;21,629;0,61;0,945;0,218;0,752;0,559;0,926;0,92;0,996;0,984;-0,599;0,901;0,09;2,026;0,605;1,971;0,958;0,776;4,053;1,677;5,56;1
7,499;1854,638;137,638;15,558;0,82;0,9;0,297;0,951;0,73;0,898;0,89;0,994;0,978;-0,511;0,888;0,127;1,953;0,54;2,266;0,93;0,733;3,906;1,871;4,094;0
7,645;1736,441;128,99;15,351;0,807;0,9;0,305;0,978;0,712;0,892;0,884;0,994;0,977;-0,515;0,9;0,141;2,002;0,503;2,399;0,931;0,706;4,004;1,989;4,04;0
7,258;1747,766;130,762;14,889;0,519;0,933;0,248;0,873;0,457;0,906;0,899;0,996;0,981;-0,547;0,893;0,123;1,915;0,562;2,127;0,95;0,748;3,829;1,781;3,852;0
8,121;1850,34;137,361;16,385;0,768;0,911;0,314;1,009;0,667;0,886;0,878;0,995;0,976;-0,504;0,901;0,149;2,054;0,486;2,482;0,933;0,695;4,107;2,053;4,288;0
10,423;2515,547;173,64;20,936;0,709;0,935;0,278;0,92;0,629;0,898;0,893;0,995;0,979;-0,581;0,939;0,146;2,317;0,436;2,613;0,955;0,655;4,633;2,248;5,411;0
8,503;2416,851;166,027;17,74;0,703;0,924;0,247;0,835;0,64;0,912;0,907;0,995;0,982;-0,58;0,92;0,124;2,06;0,499;2,308;0,949;0,703;4,12;1,995;4,611;0
9,565;2510,288;176,503;20,221;0,636;0,939;0,248;0,849;0,573;0,912;0,905;0,996;0,981;-0,595;0,914;0,115;2,161;0,553;2,136;0,964;0,741;4,321;1,799;5,214;0
13,032;2593,583;179,438;25,946;2,178;0,845;0,656;1,519;1,743;0,812;0,788;0,985;0,953;-0,401;0,894;0,15;2,663;0,396;3,216;0,913;0,627;5,326;2,442;7,031;0
10,694;2377,016;168,437;21,609;0,678;0,939;0,285;0,948;0,595;0,896;0,888;0,995;0,978;-0,579;0,929;0,14;2,337;0,484;2,445;0,964;0,692;4,674;2,053;5,572;0
14,608;2790,141;189,078;29,102;2,035;0,869;0,62;1,459;1,648;0,823;0,801;0,986;0,956;-0,445;0,907;0,138;2,8;0,421;3,023;0,953;0,646;5,601;2,287;7,784;0
9,844;2440,067;175,671;20,855;0,643;0,94;0,251;0,854;0,578;0,912;0,905;0,995;0,981;-0,589;0,907;0,113;2,189;0,564;2,079;0,967;0,749;4,378;1,744;5,374;0
9,15;1795,502;134,77;17,827;1,009;0,893;0,414;1,208;0,835;0,854;0,841;0,993;0,969;-0,45;0,9;0,173;2,224;0,419;2,866;0,916;0,644;4,448;2,303;4,709;0
7,412;1703,034;129,88;15,228;1,009;0,876;0,374;1,104;0,867;0,876;0,864;0,993;0,972;-0,442;0,864;0,131;1,964;0,523;2,427;0,904;0,721;3,928;1,937;4,059;0
11,018;2256,05;157,999;21,323;1,823;0,842;0,632;1,528;1,419;0,802;0,778;0,987;0,954;-0,366;0,881;0,184;2,478;0,351;3,362;0,872;0,59;4,957;2,593;5,787;0
11,174;2139,839;149,125;20,755;0,821;0,924;0,361;1,111;0,687;0,862;0,854;0,994;0,972;-0,524;0,941;0,201;2,488;0,339;3,083;0,944;0,574;4,976;2,591;5,394;0
7,817;1751,528;132,558;15,858;0,753;0,909;0,308;0,992;0,657;0,89;0,881;0,995;0,977;-0,506;0,894;0,138;2,01;0,511;2,38;0,932;0,713;4,02;1,957;4,153;0
13,546;2024,442;135,377;23,046;1,061;0,912;0,505;1,374;0,801;0,808;0,794;0,992;0,961;-0,452;0,939;0,257;2,837;0,241;3,686;0,931;0,479;5,674;2,981;6,027;0
11,386;1850,496;132,633;20,263;0,799;0,924;0,35;1,088;0,674;0,866;0,859;0,994;0,973;-0,545;0,952;0,197;2,553;0,303;3,166;0,945;0,536;5,107;2,683;5,265;0
7,177;1652,953;125,529;14,629;0,76;0,901;0,283;0,925;0,678;0,901;0,893;0,995;0,979;-0,516;0,887;0,129;1,926;0,536;2,235;0,931;0,73;3,852;1,857;3,847;0
8,226;1945,073;141,324;16,5;0,694;0,919;0,303;0,992;0,601;0,887;0,879;0,995;0,977;-0,514;0,909;0,156;2,068;0,465;2,539;0,938;0,678;4,135;2,126;4,298;0
8,419;2147,246;149,723;16,7;0,716;0,918;0,307;0,998;0,619;0,882;0,876;0,995;0,976;-0,511;0,917;0,175;2,103;0,408;2,695;0,936;0,631;4,206;2,289;4,354;0
7,166;1797,06;131,393;14,49;0,747;0,902;0,312;1,009;0,648;0,884;0,877;0,995;0,976;-0,469;0,881;0,161;1,931;0,474;2,463;0,924;0,684;3,863;2,047;3,809;0
6,691;1689,413;124,822;13,651;0,96;0,869;0,36;1,088;0,828;0,877;0,866;0,993;0,973;-0,426;0,854;0,146;1,876;0,505;2,433;0,891;0,708;3,752;1,966;3,653;0
7,373;1747,903;130,581;15,042;0,594;0,924;0,276;0,932;0,516;0,898;0,89;0,996;0,979;-0,523;0,89;0,128;1,939;0,546;2,227;0,941;0,737;3,879;1,846;3,909;0
6,817;1767,972;129,372;14,01;1,077;0,857;0,398;1,158;0,915;0,867;0,854;0,992;0,97;-0,396;0,841;0,149;1,893;0,496;2,506;0,878;0,702;3,786;2,001;3,772;0
8,373;2291,531;156,516;16,796;0,766;0,913;0,315;1,011;0,664;0,881;0,874;0,995;0,976;-0,505;0,914;0,174;2,089;0,411;2,695;0,931;0,634;4,179;2,279;4,39;0
43,379;350,205;-40,715;6,23;2,28;0,464;0,513;0,97;2,014;0,894;0,878;0,969;0,954;-0,172;0,48;0,039;6,511;0,706;1,421;0,527;0,84;13,022;1,168;2,127;0
10,646;2171,55;149,609;19,883;0,775;0,925;0,346;1,083;0,652;0,867;0,859;0,994;0,973;-0,53;0,941;0,194;2,423;0,349;3,021;0,94;0,583;4,845;2,547;5,164;0
11,538;2093,376;143,566;20,749;0,756;0,93;0,363;1,123;0,621;0,858;0,849;0,994;0,972;-0,527;0,947;0,21;2,557;0,31;3,207;0,942;0,547;5,115;2,702;5,376;0
7,598;1832,831;134,571;15,507;0,965;0,883;0,371;1,106;0,825;0,875;0,862;0,993;0,972;-0,449;0,872;0,137;1,991;0,507;2,481;0,904;0,71;3,981;1,99;4,118;0
42,712;720,207;-75,906;10,145;1,223;0,785;0,281;0,681;1,142;0,933;0,927;0,984;0,974;-0,467;0,747;0,059;6,362;0,707;1,351;0,831;0,84;12,725;1,161;2,842;1
38,832;788,707;-85,207;14,491;1,995;0,758;0,457;0,975;1,779;0,893;0,883;0,974;0,958;-0,415;0,798;0,089;5,976;0,559;1,966;0,811;0,744;11,951;1,657;4,122;1
7,67;1957,089;140,431;15,727;0,628;0,923;0,285;0,949;0,546;0,896;0,887;0,995;0,978;-0,524;0,894;0,128;1,974;0,539;2,27;0,938;0,733;3,947;1,873;4,089;0
7,687;2047,892;147,858;16,225;0,809;0,905;0,294;0,938;0,721;0,901;0,892;0,994;0,978;-0,52;0,884;0,114;1,958;0,566;2,174;0,933;0,751;3,915;1,779;4,259;0
9,054;2131,318;152,879;18,372;1,043;0,893;0,39;1,145;0,888;0,868;0,856;0,993;0,971;-0,47;0,897;0,152;2,173;0,464;2,673;0,917;0,679;4,346;2,154;4,854;0
11,35;2470,54;167,184;21,644;0,675;0,94;0,324;1,044;0,567;0,873;0,866;0,995;0,975;-0,548;0,945;0,189;2,471;0,361;2,976;0,954;0,594;4,943;2,526;5,58;0
7,278;2133,115;150,999;15,547;0,556;0,931;0,219;0,782;0,507;0,921;0,915;0,996;0,983;-0,567;0,889;0,108;1,879;0,591;1,975;0,948;0,767;3,758;1,678;4,026;0
7,778;2421,113;168,429;16,97;0,611;0,93;0,226;0,787;0,559;0,921;0,915;0,996;0,983;-0,572;0,889;0,105;1,92;0,599;1,957;0,951;0,772;3,841;1,657;4,395;0
11,532;2398,742;162,198;21,596;0,751;0,933;0,362;1,123;0,617;0,858;0,85;0,994;0,972;-0,521;0,942;0,207;2,514;0,333;3,121;0,948;0,569;5,028;2,62;5,587;0
9,564;2659,635;183,609;20,222;0,589;0,943;0,256;0,885;0,522;0,904;0,898;0,996;0,98;-0,576;0,918;0,131;2,158;0,52;2,295;0,96;0,719;4,315;1,942;5,203;0
10,396;2701,528;184,29;21,329;0,68;0,938;0,302;0,994;0,586;0,886;0,878;0,995;0,977;-0,546;0,926;0,156;2,288;0,454;2,6;0,954;0,67;4,575;2,183;5,502;0
12,033;3239,665;215,873;25,265;1,489;0,889;0,482;1,281;1,251;0,849;0,833;0,99;0,965;-0,453;0,902;0,153;2,468;0,435;2,886;0,917;0,657;4,935;2,291;6,689;0
9,443;2585,797;178,567;19,768;0,578;0,943;0,265;0,911;0,507;0,9;0,893;0,996;0,98;-0,562;0,918;0,14;2,155;0,503;2,375;0,957;0,706;4,311;2,009;5,086;0
12,322;3125,708;206,024;24,841;0,652;0,949;0,268;0,905;0,578;0,9;0,894;0,995;0,98;-0,598;0,947;0,148;2,505;0,411;2,675;0,962;0,634;5,01;2,321;6,373;0
9,364;2569,807;176,287;19,517;0,572;0,943;0,256;0,887;0,506;0,903;0,897;0,996;0,98;-0,572;0,92;0,138;2,151;0,502;2,35;0,958;0,706;4,302;1,999;5,022;0
11,664;3231,147;216,126;24,855;1,82;0,864;0,545;1,353;1,52;0,84;0,821;0,988;0,961;-0,419;0,885;0,139;2,43;0,447;2,897;0,899;0,666;4,86;2,26;6,669;0
7,273;2206,652;155,172;15,739;0,749;0,909;0,262;0,861;0,679;0,912;0,905;0,995;0,981;-0,534;0,876;0,106;1,878;0,598;2,013;0,935;0,772;3,755;1,668;4,122;0
8,284;2498,586;172,869;17,858;0,619;0,933;0,247;0,851;0,556;0,911;0,905;0,996;0,981;-0,557;0,897;0,118;1,993;0,563;2,121;0,95;0,749;3,987;1,786;4,619;0
8,501;2540,837;175,048;18,207;0,591;0,937;0,241;0,842;0,531;0,912;0,906;0,996;0,982;-0,568;0,906;0,122;2,024;0,547;2,175;0,952;0,738;4,048;1,847;4,699;0
8,653;2249,478;159,415;17,761;0,485;0,947;0,185;0,689;0,449;0,932;0,929;0,997;0,986;-0,663;0,942;0,099;2,082;0,494;2,208;0,964;0,696;4,164;1,96;4,561;0
12,289;3370,506;221,802;25,757;1,955;0,859;0,602;1,452;1,589;0,822;0,801;0,987;0,957;-0,393;0,885;0,153;2,518;0,402;3,131;0,885;0,632;5,035;2,43;6,928;0
8,374;2011,121;143,387;16,813;0,674;0,923;0,301;0,99;0,582;0,888;0,879;0,995;0,977;-0,524;0,909;0,151;2,083;0,482;2,483;0,942;0,691;4,166;2,065;4,372;0
9,68;3008,411;206,268;21,331;0,981;0,912;0,333;1,007;0,868;0,892;0,882;0,993;0,976;-0,513;0,896;0,119;2,143;0,542;2,361;0,934;0,735;4,286;1,924;5,578;1
7,59;2472,345;168,286;16,587;0,726;0,916;0,243;0,81;0,665;0,919;0,913;0,995;0,982;-0,565;0,886;0,099;1,904;0,605;1,963;0,943;0,777;3,808;1,645;4,328;0
8,718;1963,613;144,703;17,707;0,81;0,913;0,307;0,982;0,713;0,892;0,884;0,994;0,977;-0,524;0,905;0,14;2,12;0,497;2,42;0,94;0,702;4,24;2,008;4,629;0
9,356;2077,74;150,387;18,797;0,766;0,922;0,32;1,023;0,662;0,884;0,875;0,994;0,976;-0,524;0,913;0,148;2,202;0,477;2,534;0,945;0,688;4,404;2,093;4,891;0
7,963;1969,355;144,468;16,599;0,788;0,909;0,286;0,926;0,704;0,902;0,894;0,995;0,979;-0,531;0,891;0,122;2,003;0,552;2,198;0,941;0,741;4,005;1,818;4,347;0
8,144;1843,873;135,904;16,472;0,786;0,909;0,305;0,98;0,691;0,892;0,884;0,994;0,977;-0,512;0,895;0,139;2,055;0,511;2,36;0,936;0,712;4,11;1,951;4,315;0
13,043;2692,285;180,991;25,405;1,784;0,869;0,61;1,491;1,407;0,811;0,788;0,987;0,955;-0,408;0,903;0,172;2,672;0,365;3,311;0,907;0,601;5,343;2,56;6,797;0
7,418;1746,125;132,118;15,366;0,722;0,91;0,27;0,893;0,648;0,906;0,899;0,995;0,98;-0,53;0,884;0,117;1,938;0,568;2,115;0,939;0,752;3,877;1,752;4,022;0
7,049;1848,517;136,676;14,926;0,714;0,909;0,25;0,834;0,65;0,916;0,909;0,995;0,982;-0,544;0,875;0,104;1,87;0,605;1,953;0,94;0,776;3,74;1,623;3,91;0
7,85;1933,679;143,322;16,431;0,807;0,906;0,288;0,927;0,722;0,902;0,894;0,994;0,979;-0,524;0,887;0,12;1,986;0,557;2,18;0,937;0,745;3,972;1,799;4,309;0
9,928;2340,933;166,886;20,415;1,069;0,901;0,385;1,127;0,918;0,872;0,86;0,993;0,971;-0,491;0,903;0,142;2,257;0,482;2,61;0,934;0,692;4,513;2,101;5,371;0
8,769;2026,001;147,278;17,822;0,731;0,921;0,298;0,971;0,64;0,893;0,885;0,995;0,977;-0,532;0,907;0,138;2,12;0,504;2,397;0,944;0,707;4,241;1,989;4,638;0
7,971;1846,537;138,036;16,399;0,724;0,915;0,281;0,924;0,644;0,901;0,893;0,995;0,979;-0,531;0,894;0,124;2,013;0,544;2,224;0,942;0,735;4,026;1,841;4,281;0
7,692;1820,619;131,746;15,092;0,981;0,878;0,409;1,204;0,811;0,852;0,84;0,993;0,969;-0,414;0,878;0,187;2,041;0,404;2,844;0,893;0,631;4,081;2,296;4,018;0
9,773;2331,53;159,195;19,035;1,707;0,835;0,62;1,523;1,318;0,799;0,776;0,988;0,954;-0,341;0,864;0,199;2,333;0,335;3,359;0,848;0,575;4,665;2,604;5,186;0
7,694;1862,65;134,722;15,415;1,132;0,863;0,429;1,223;0,945;0,854;0,84;0,992;0,968;-0,404;0,866;0,167;2,03;0,44;2,761;0,882;0,66;4,061;2,203;4,137;0
6,832;1854,882;131,653;13,957;0,864;0,883;0,326;1,02;0,756;0,887;0,878;0,994;0,976;-0,467;0,874;0,138;1,886;0,508;2,389;0,902;0,71;3,773;1,953;3,705;0
9,411;2270,941;155,743;18,319;1,609;0,839;0,599;1,498;1,246;0,802;0,781;0,989;0,955;-0,341;0,862;0,204;2,288;0,335;3,328;0,849;0,574;4,575;2,589;4,982;0
6,415;2105,666;146,504;13,913;0,852;0,885;0,302;0,944;0,759;0,901;0,891;0,994;0,978;-0,464;0,844;0,107;1,775;0,595;2,072;0,899;0,77;3,549;1,681;3,691;1
6,811;1896;135,06;14,112;0,77;0,897;0,289;0,938;0,685;0,899;0,891;0,995;0,978;-0,494;0,878;0,129;1,864;0,536;2,253;0,917;0,73;3,728;1,87;3,72;0
5,106;1435,04;104,176;10,42;0,709;0,873;0,245;0,823;0,648;0,917;0,91;0,995;0,982;-0,482;0,833;0,104;1,636;0,617;1,873;0,9;0,784;3,273;1,555;2,782;0
9,009;2629,802;176,552;18,63;0,803;0,917;0,29;0,938;0,716;0,896;0,89;0,995;0,978;-0,544;0,922;0,147;2,134;0,446;2,56;0,937;0,663;4,267;2,188;4,858;0
5,647;1557,322;112,86;11,591;0,734;0,881;0,26;0,866;0,665;0,91;0,904;0,995;0,981;-0,479;0,845;0,117;1,713;0,586;1,998;0,909;0,764;3,425;1,664;3,081;0
9,982;2223,857;158,121;19,921;2,095;0,81;0,686;1,584;1,621;0,796;0,771;0,985;0,95;-0,317;0,843;0,168;2,351;0,37;3,309;0,833;0,606;4,701;2,522;5,504;0
8,881;2156,491;152,907;17,703;0,723;0,922;0,315;1,02;0,622;0,882;0,874;0,995;0,976;-0,516;0,92;0,166;2,153;0,424;2,71;0,935;0,646;4,306;2,278;4,607;0
6,886;2172,848;155,177;15,04;0,797;0,899;0,279;0,9;0,718;0,906;0,899;0,995;0,979;-0,49;0,862;0,113;1,824;0,581;2,108;0,915;0,761;3,647;1,74;3,959;1
6,128;1880,165;132,406;13,015;0,732;0,894;0,247;0,822;0,669;0,917;0,911;0,995;0,982;-0,519;0,862;0,103;1,749;0,606;1,943;0,92;0,777;3,497;1,624;3,437;0
10,206;3744,205;242,285;22,79;0,543;0,953;0,223;0,797;0,492;0,918;0,913;0,996;0,983;-0,603;0,927;0,115;2,155;0,522;2,282;0,96;0,72;4,31;1,972;5,833;1
11,813;3917,011;253,847;25,646;0,649;0,951;0,258;0,878;0,579;0,906;0,9;0,995;0,98;-0,601;0,943;0,129;2,359;0,462;2,574;0,958;0,676;4,717;2,214;6,574;1
7,203;2110,196;149,039;15,355;0,802;0,901;0,275;0,889;0,725;0,908;0,901;0,995;0,98;-0,524;0,882;0,112;1,888;0,572;2,123;0,927;0,755;3,776;1,761;4,039;0
7,2;1911,161;137,044;14,866;0,778;0,901;0,279;0,911;0,698;0,903;0,896;0,995;0,979;-0,532;0,895;0,124;1,918;0,541;2,241;0,93;0,733;3,836;1,868;3,911;0
8,459;2538,853;177,543;18,226;0,803;0,916;0,297;0,954;0,713;0,898;0,889;0,994;0,978;-0,525;0,901;0,127;2,026;0,529;2,358;0,933;0,725;4,051;1,954;4,757;1
14,683;3222,396;212,003;29,648;4,323;0,745;1,037;1,901;3,241;0,75;0,716;0,972;0,93;-0,279;0,842;0,144;2,89;0,321;3,818;0,815;0,564;5,78;2,806;8,493;1
8,171;2338,337;158,784;16,793;0,751;0,914;0,272;0,896;0,674;0,903;0,898;0,995;0,98;-0,559;0,919;0,135;2,04;0,483;2,419;0,938;0,691;4,079;2,066;4,386;0
6,473;1593,896;116,444;12,884;0,497;0,926;0,249;0,882;0,434;0,904;0,897;0,996;0,981;-0,525;0,888;0,133;1,837;0,539;2,193;0,938;0,732;3,675;1,846;3,345;0
6,637;1627,627;119,349;13,327;0,786;0,889;0,299;0,965;0,695;0,895;0,887;0,995;0,978;-0,492;0,881;0,135;1,871;0,523;2,31;0,914;0,721;3,743;1,908;3,528;0
9,298;2267,972;160,478;18,969;0,7;0,929;0,289;0,955;0,615;0,895;0,887;0,995;0,978;-0,554;0,92;0,14;2,175;0,489;2,46;0,95;0,697;4,35;2,058;4,917;0
7,555;2082,122;149,652;16,029;0,741;0,912;0,277;0,909;0,663;0,904;0,896;0,995;0,979;-0,522;0,883;0,117;1,932;0,567;2,15;0,936;0,752;3,864;1,776;4,193;0
